0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	16	24	27	3	0	0	0	0	0	0	11	18	19	31	13	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	16	0	0	0	12	0	0	0	13	15	16	0	0	0	10	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	18	0	0	0	0	0	6	18	0	0	12	0	0	0	0	0	0	15	0	0	0	9	0	0	0	0	0	0	0	0	0	13	0	15	0	0	0	0	0	0	9	12	0	8	0	0	0	0	0	14	0	0	0	0	0	10	16	0	17	0	0	14	5	15	0	0	11	0	2	2	3	20	3	3	3	0	0	0	0	0	0	16	0	13	0	0	16	0	0	0	13	7	15	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	17	14	10	0	0	0	11	17	0	14	9	0	0	0	0	0	0	0	13	9	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	15	11	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	9	0	13	0	0	0	9	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	8	0	15	0	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	17	0	0	14	13	0	0	0	0	0	12	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	11	12	0	10	8	16	17	0	0	0	0	0	0	0	0	16	0	6	16	0	0	7	0	0	0	0	11	0	13	0	0	8	0	8	0	0	0	0	0	12	6	0	0	0	29	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	10	0
0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	28	8	0	9	0	0	0	5	0	14	13	17	13	13	0	0	13	16	17	14	0	0	0	0	0	11	19	17	0	0	0	0	18	0	0	0	0	0	0	0	4	15	0	0	0	0	0	0	0	0	14	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	15	10	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	16	12	0	0	8	0	0	18	0	17	15	0	0	0	0	0	0	0	14	15	3	0	0	0	1	13	0	0	12	0	0	0	14	0	0	0	0	8	11	0	0	0	0	0	0	16	0	0	0	0	0	0	13	0	0	12	16	0	0	0	7	0	0	0	0	0	0	15	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	13	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	15	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	12	0	15	0	15	0	0	15	0	5	17	0	11	0	0	0	0	0	16	10	16	0	0	0	0	0	0	14	13	15	22	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	15	10	0	0	0	0	0	0	0	0	0	0	0	14	31	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	10	26	0	0	0	0	15	13	9	0	0	0	0	0	0	0	0	0	14	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	0	0	0	10	13	13	0	0	0	0	0	0	0	27	0	0	0	0	0	0	16	3	0	0	17	0	0	10	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	18	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	11	13	0	0
0	0	0	0	12	9	0	0	0	18	16	0	0	17	0	0	31	24	0	0	0	0	0	16	0	0	0	0	0	10	16	17	10	0	0	0	0	0	0	0	0	0	0	16	10	0	0	0	0	0	0	0	16	0	0	16	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	16	8	0	0	0	10	18	0	0	32	11	0	0	0	0	0	16	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	29	8	0	0	11	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	8	14	0	0	0	9	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	5	0	0	0	14	15	0	0	0	0	0	0	13	0	0	0	16	0	0	0	15	10	0	0	0	0	0	0	9	9	14	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	14	0	0	17	0	0	16	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	11	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	11	0	0	13	0	0	0	15	0	15	0	0	0	0	0	0	17	0	0	0	0	0	0	17	0	0	0	0	15	0	0	2	0	16	0	0	0	0	0	0	0	0	13	15	12	11	0	0	12	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	11	26	11	0	0	0	0	0	0	11	0	11	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	33	11	0	0	0
0	1	0	0	21	0	0	0	29	9	0	0	0	0	0	0	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	32	0	0	17	0	0	16	0	0	0	0	7	15	0	0	0	0	8	0	9	0	0	0	0	0	0	20	0	0	0	15	16	5	0	0	0	0	15	28	0	22	0	0	0	0	0	0	13	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	9	0	0	19	23	39	0	0	0	15	0	0	0	0	0	0	0	8	0	0	15	0	0	0	0	0	0	0	0	0	19	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	9	0	10	15	0	0	0	14	0	0	0	0	0	0	0	23	10	0	0	0	0	0	17	19	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	18	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	11	0	0	18	34	5	18	0	0	0	0	0	4	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0	15	0	0	14	15	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	11	14	0	0	0	0	0	24	0	0	0	0	0	11	20	0	0	0	0	0	0	11	11	3	0	0	0	0	0	0	0	15	0	0	0	14	0	0	0	0	13	0	0	0	0	0	0	7	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	9	10	15	0	8	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	14	0	0	0	0	6	18	0	0	0	0	0	15	18	11	0	0	0	0	0	3	27	7	16	14	16	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	10	32	13	0	14	0	0	0	0	0	0	0	0	8	6	13	12	0	0	0	27	10	15	11	0	0	0	0	0	14	0	0	0	0	17	0	0	0	0	0	0
34	65	20	36	17	16	0	0	7	7	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17	5	14	0	0	16	13	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	17	0	0	0	0	0	0	0	14	0	0	0	0	5	0	0	0	0	0	0	0	0	0	16	7	0	0	0	0	0	0	15	0	0	0	11	13	0	12	15	0	0	0	0	0	0	0	10	16	0	0	23	9	0	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	30	20	0	0	12	11	0	0	12	0	0	0	0	5	8	0	17	0	16	16	18	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	10	0	7	0	0	0	0	12	0	0	3	11	0	10	0	0	0	0	0	0	0	0	0	14	9	0	16	0	0	0	6	14	0	0	0	0	0	0	0	17	0	0	0	0	17	14	11	10	14	10	0	0	0	0	0	14	15	16	0	0	0	0	0	0	12	17	0	8	0	0	0	0	0	0	16	13	0	14	0	0	0	0	0	0	0	0	0	11	14	0	0	0	8	0	0	0	11	0	0	25	19	0	6	15	0	0	0	0	0	0	0	0	0	11	0	0	8	0	0	0	0	0	17	0	16	0	0	0	0	0	3	8	0	0	17	0	0	0	13	13	12	0	0	0	0	0	0	19	0	22	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	7	12	0	0	0	0	0	0	11	0	0	0	0	0	0	0	22	0	17	7	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	18	0	0	0	0	0	0	33	17	8	0	0	18	0	0	0	0	0	12	0	3	6	0	0	0	0	18	0	0	17	0	0	10	0	12	0	0	0	0	0	0	0	0	0	0	11	0	0	8	0	0	0	0	0	0	0	0	0	0	15	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	13	0	0	0	0	0
22	37	53	2	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	16	51	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	19	0	12	0	10	14	18	0	16	0	0	0	0	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	11	0	0	0	0	0	0	0	21	13	18	0	0	0	0	13	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	13	0	10	0	0	0	0	0	11	0	0	0	0	0	0	0	5	10	23	24	28	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	11	17	0	0	0	0	15	13	0	0	0	0	0	10	21	22	0	0	0	0	0	0	0	0	0	16	0	0	16	19	0	0	17	0	0	0	0	0	0	0	0	0	22	14	14	0	0	0	0	0	0	0	16	0	0	9	0	0	0	0	0	0	0	13	0	0	0	0	0	14	0	0	16	0	0	15	0	10	13	0	14	0	0	13	18	0	0	0	5	6	14	0	18	0	0	0	0	0	0	17	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	7	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	15	0	0	0	0	0	13	1	16	0	27	0	0	0	0	14	0	0	0	0	0	0	0	0	12	17	15	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	10	0	15	0	0	0	0	16	0	0	17	18	0	0	0	0	31	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	15	15	23	0	0	0	0	0	0	0	0	0	0	0	0
0	14	8	0	0	0	0	0	8	0	0	0	15	0	0	0	0	0	0	0	0	0	12	0	0	0	0	10	16	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	16	0	0	0	0	7	0	18	0	0	0	0	0	0	30	11	0	11	0	0	13	0	0	0	0	13	11	0	0	0	0	0	0	0	0	9	0	0	0	10	0	0	0	0	14	13	0	0	0	0	17	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	15	0	0	0	0	0	10	14	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	16	17	0	12	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	25	19	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	11	15	9	0	0	13	23	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	15	0	0	0	0	0	0	5	0	0	0	0	0	20	0	13	10	0	13	0	13	0	0	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	22	14	8	0	0	18	5	13	0	0	0	0	0	0	0	0	0	0	13	0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	13	8	15	0	26	0	0	0	0	11	8	0	14	6	23	14	0	13	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	15	8	0	0	0	0	0	0	0	0	0	0	30	16	15	0	0	0	0	7	0	9	0	0	0	10	0	0	0	0	19	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	13	9	0	0	11	0	0	0	0	0	0	6	8	0	0	8	0	39	10	0	0	26	25	14	32	15	0	0	0	0	0	0	12	0	0	15
0	0	0	0	0	0	10	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	11	16	0	0	0	0	0	14	17	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	0	0	0	0	0	0	0	0	19	0	0	0	0	8	13	0	0	0	0	14	12	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	9	0	16	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	20	0	0	0	14	0	10	15	13	7	14	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	12	15	5	0	0	0	0	0	26	16	0	12	0	0	0	0	0	11	15	9	28	0	0	0	8	12	0	0	0	17	0	0	0	0	15	0	11	0	0	9	0	0	0	0	0	0	0	11	0	15	9	0	0	0	0	0	0	0	0	0	11	0	0	7	0	0	0	0	0	0	0	0	0	0	10	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	0	13	0	0	0	0	0	9	0	0	0	0	0	12	0	0	0	0	0	0	0	9	0	0	14	0	15	0	0	0	9	12	0	0	0	0	0	0	0	0	0	0	17	0	10	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	0	29	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	14	0	18	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	3	15	0	16	14	29	0	0	0	0	0	0	11	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	15	0	17	0	0	12	0	0	0	0	13	9	0	0	0	0	0	13	0	0	0	0	0	0	11	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	18	0	0	0	9	17	18	13	0	0	0	0	0	0	0
0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	9	16	8	31	15	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	16	25	0	0	0	3	0	15	0	0	0	17	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	16	0	8	8	0	0	0	0	0	22	12	6	15	0	0	15	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	16	30	18	0	0	13	2	0	0	6	0	0	0	13	15	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	16	0	12	0	18	0	0	0	8	0	0	0	0	0	17	10	0	0	15	10	0	0	13	0	13	0	0	0	0	12	23	36	25	0	0	6	11	0	0	0	13	0	0	0	0	0	0	0	10	0	0	0	0	0	17	0	0	0	0	0	0	16	0	0	16	0	0	0	0	13	0	16	0	0	0	0	0	0	18	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	13	0	17	0	13	0	0	0	0	0	0	0	0	0	0	16	0	0	0	14	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	13	21	0	0	0	0	0	12	0	14	0	0	0	0	0	0	0	0	13	0	22	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	16	17	15	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	15	31	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	15	16	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	20	23	18	33	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	14	0	0	0	0	0	0	14	0	30	0	0	8	14	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	17	0	0	14	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	15	0	0	0	0	19	0	17	0	13	12	2	0	0	17	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	5	0	0	0	0	0	0	21	25	0	16	0	0	15	14	0	0	0	0	0	0	0	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	18	0	0	0	0	0	0	0	0	9	0	14	0	0	0	16	0	0	0	11	21	0	0	0	16	7	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	19	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	9	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	6	17	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	11	0	0	0	0	0	0	10	19	0	0	0	12	13	0	0	0	14	0	5	0	0	0	0	0	0	0	0	14	14	22	12	0	0	0	4	10	17	7	30	0	0	0	0	0	9	0	0	0	12	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	15	0	0	19	0	17	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	10	29	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	32	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	13	0	0	17	16	14	0	0	13
